,Tourism_asset_id,Tourism_asset,type,address,TripAdvisor_link,significance_clusters,significance_ranking,number_of_reviews,rating,Instagram_count,Tourism_asset_lat,Tourism_asset_lon,Tourism_asset_lat_BC_albers,Tourism_asset_lon_BC_albers,CSD,CSDUID,CDUID,CD,Total_population_CSD,Workforce_CSD,Employed_CSD,Unemployed_CSD,Occupations_art_culture_CSD,Occupations_natural_resources_CSD,Median_income_2005_CSD,Average_income_2005_CSD,Airport_id,Airport_name,Airport_lat,Airport_lon,Airport_CSD,Distance_meter_airport,Duration_min_airport,Duration_min_num_airport,Visitor_centre_id,vc_name,vc_lat,vc_lon,vc_CSD,Distance_meter_vc,Duration_min_vc,Duration_min_num_vc,City_id,City_name,City_lat,City_lon,City_CSD,City_Pop_2000,City_Pop_Rank,Distance_meter_city,Duration_min_city,Duration_min_num_city,Distance_meter_ambulance,Duration_min_ambulance,Duration_min_num_ambulance,First_responder_id_ambulance,First_responder_lat_ambulance,First_responder_lon_ambulance,First_responder_name_ambulance,First_responder_CSD_ambulance,Distance_meter_fire,Duration_min_fire,Duration_min_num_fire,First_responder_id_fire,First_responder_lat_fire,First_responder_lon_fire,First_responder_name_fire,First_responder_CSD_fire,Distance_meter_police,Duration_min_police,Duration_min_num_police,First_responder_id_police,First_responder_lat_police,First_responder_lon_police,First_responder_name_police,First_responder_CSD_police,events_10km,traveller_resources_10km,classes_workshops_10km,casinos_10km,nightlife_10km,concerts_shows_10km,spas_wellness_10km,shopping_10km,fun_games_10km,transportation_10km,food_drinks_10km,boat_tours_10km,tours_10km,outdoor_activities_10km,hotels_10km
1065,1065,Parson Community Recreation Park,Nature & Parks,"Golden, British Columbia V0A 1H0, ",https://www.tripadvisor.ca/Attraction_Review-g181785-d7138212-Reviews-Parson_Community_Recreation_Park-Golden_Kootenay_Rockies_British_Columbia.html,3,1,1,4,177,51.301807,-116.95535,738887.7863,1628235.479,Golden,5939007,5953,Fraser-Fort George,3775,2255,2090,170,15,40,24514,30866,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,252471,2 hours 53 mins,173,812398,British Columbia Visitor Centre @ Golden,51.301981,-116.95418,Golden,272,1 min,1,34,Revelstoke,50.9924735,-118.1921284,Revelstoke,8213,33,148045,1 hour 39 mins,99,4900,9 mins,9,1067,51.297979,-116.96811,STN 413 GOLDEN,Golden,4683,8 mins,8,1345,51.293996,-116.96174,GOLDEN FIRE DEPT,Golden,3894,6 mins,6,1787,51.317275,-116.97784,GOLDEN RCMP,Golden,0,0,0,0,3,0,7,2,6,0,1,7,15,39,60
1066,1066,Brent Mountain Protected Area,"Mountains, Nature & Parks","Penticton, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154937-d6582800-Reviews-Brent_Mountain_Protected_Area-Penticton_Okanagan_Valley_British_Columbia.html,1,2,2,4,225,49.47895,-119.59769,516828.1052,1463625.385,Penticton,5907041,5909,Fraser Valley,31390,15480,14425,1055,110,85,22763,29422,544,Penticton Regional Airport,49.4625,-119.60222,Penticton,4767,6 mins,6,812249,Penticton & Wine Country Visitor Centre,49.493577,-119.60336,Penticton,2144,4 mins,4,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,2140,5 mins,5,491,1 min,1,1120,49.482215,-119.5936,STN 329 PENTICTON,Penticton,2440,5 mins,5,1728,49.474203,-119.57789,PENTICTON FIRE HALL 2,Penticton,1562,4 mins,4,1826,49.487042,-119.5866,PENTICTON COMMUNITY POLICING,Penticton,0,3,0,1,5,1,16,24,7,1,95,5,23,29,141
1067,1067,Silver Beach Provincial Park,"Beaches, Outdoor Activities, Nature & Parks","Seymour Arm, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g6487643-d6438496-Reviews-Silver_Beach_Provincial_Park-Seymour_Arm_British_Columbia.html,3,1,1,4,4,51.241707,-118.945,716502.7073,1491224.58,Columbia-Shuswap F,5939044,5933,Thompson-Nicola,,,,,,,,,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,139150,2 hours 34 mins,154,812253,Sicamous Visitor Centre,50.836558,-118.9819,Sicamous,112586,2 hours 44 mins,164,34,Revelstoke,50.9924735,-118.1921284,Revelstoke,8213,33,129925,2 hours 59 mins,179,112637,2 hours 44 mins,164,1150,50.835724,-118.98091,STN 333 SICAMOUS,Sicamous,52357,1 hour 21 mins,81,1249,50.967934,-119.16787,ANGLEMONT AND DISTRICT FIRE DEPT,Columbia-Shuswap F,112746,2 hours 44 mins,164,1978,50.834728,-118.98075,SICAMOUS,Sicamous,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1068,1068,Sowchea Bay Provincial Park,Nature & Parks,"Fort St. James, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g1096212-d6434559-Reviews-Sowchea_Bay_Provincial_Park-Fort_St_James_British_Columbia.html,3,1,1,4,29,54.42068,-124.463,1047644.359,1099489.534,Bulkley-Nechako C,5951015,5939,Columbia-Shuswap,1355,740,675,55,0,30,32134,36426,709,Smithers Airport,54.825277,-127.18277,Smithers,333516,3 hours 54 mins,234,812295,Fort St James Visitor Centre,54.439783,-124.25146,Fort St. James,16485,18 mins,18,24,Prince George,53.91032183,-122.7091287,Prince George,81326,9,174671,2 hours 8 mins,128,17377,21 mins,20,1058,54.444729,-124.25686,STN 761 FORT ST JAMES,Fort St. James,17297,21 mins,20,1334,54.445157,-124.25639,FORT ST JAMES VOL FIRE DEPT,Fort St. James,16883,19 mins,19,1780,54.442738,-124.25306,FORT ST JAMES RCMP,Fort St. James,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
1069,1069,Evanoff Provincial Park,Nature & Parks,"Prince George, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154938-d6372412-Reviews-Evanoff_Provincial_Park-Prince_George_British_Columbia.html,3,1,1,4,238,53.917408,-122.74807,995286.3645,1213018.345,Prince George,5953023,5924,Strathcona,70375,40870,37755,3110,270,720,27670,35695,683,Prince George Airport,53.884166,-122.6775,Prince George,14946,15 mins,15,812294,Prince George Visitor Centre,53.919025,-122.7444,Prince George,547,2 mins,2,24,Prince George,53.91032183,-122.7091287,Prince George,81326,9,4985,7 mins,7,1669,5 mins,5,1130,53.910626,-122.76322,STN 531 PRINCE GEORGE-EDMONTON,Prince George,658,3 mins,3,1459,53.913248,-122.74668,PRINCE GEORGE  FIRE HALL 1 BASE,Prince George,213,1 min,1,1883,53.916868,-122.75022,PRINCE GEORGE INTEGRATED ROAD SAFETY UNIT,Prince George,0,1,0,1,3,2,1,3,7,0,2,1,2,8,43
1070,1070,Morrissey Provincial Park,Nature & Parks,"Fernie, British Columbia V0B 1M3, ",https://www.tripadvisor.ca/Attraction_Review-g182167-d6363674-Reviews-Morrissey_Provincial_Park-Fernie_Kootenay_Rockies_British_Columbia.html,3,1,1,4,231,49.51988,-115.06135,561504.9543,1789353.946,Fernie,5901012,5933,Thompson-Nicola,4145,2565,2415,145,25,110,25560,34542,580,Cranbrook/Canadian Rockies International Airport,49.612222,-115.78194,Cranbrook,106311,1 hour 13 mins,73,812280,Fernie Visitor Centre,49.505457,-115.06733,Fernie,1840,3 mins,3,48,Fernie,49.49966278,-115.0608428,Fernie,5272,38,2838,5 mins,5,1021,2 mins,2,1055,49.511847,-115.05962,STN 406 FERNIE,Fernie,2020,4 mins,4,1328,49.504833,-115.06105,FERNIE FIRE DEPT,Fernie,1215,2 mins,2,1778,49.510955,-115.05727,FERNIE RCMP,Fernie,0,3,1,0,3,1,6,4,2,0,1,4,6,16,41
1071,1071,Moberly Lake Provincial Park,Nature & Parks,"Chetwynd, British Columbia V0C 1X0, ",https://www.tripadvisor.ca/Attraction_Review-g660772-d6363661-Reviews-Moberly_Lake_Provincial_Park-Chetwynd_British_Columbia.html,3,1,1,4,13,55.80816,-121.69685,1209615.133,1268983.62,Peace River E,5955023,5941,Cariboo,3035,1875,1735,140,10,60,23799,33869,717,Dawson Creek Airport,55.742222,-120.18305,Dawson Creek,130195,1 hour 30 mins,90,812279,Chetwynd Visitor Centre,55.696778,-121.63467,Chetwynd,23323,19 mins,19,27,Dawson Creek,55.757539,-120.226662,Dawson Creek,11715,29,124850,1 hour 28 mins,88,23563,19 mins,19,1038,55.695974,-121.63824,STN 852 CHETWYND,Chetwynd,11844,11 mins,11,1412,55.833633,-121.75297,MOBERLY LAKE FIRE DEPT,Peace River E,23739,20 mins,20,1764,55.695441,-121.64049,CHETWYND,Chetwynd,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
1072,1072,Bulkley Junction Provincial Park,Nature & Parks,"Hazelton, Kitimat-Stikine District, British Columbia V0J 1Y1, ",https://www.tripadvisor.ca/Attraction_Review-g1207923-d5005020-Reviews-Bulkley_Junction_Provincial_Park-Hazelton_Kitimat_Stikine_District_British_Colum.html,3,1,1,4,242,55.234074,-127.6745,1138614.686,893759.1504,Kitimat-Stikine B,5949028,5939,Columbia-Shuswap,1610,850,675,170,0,75,20514,26207,455,Terrace (Northwest Regional) Airport,54.468611,-128.57833,Terrace,130632,1 hour 53 mins,113,816684,Terrace Visitor Centre,54.513101,-128.58419,Terrace,126624,1 hour 49 mins,109,19,Terrace,54.51567681,-128.610207,Terrace,13871,27,128581,1 hour 53 mins,113,14559,21 mins,21,1072,55.259622,-127.65224,STN 679 HAZELTON,Hazelton,13895,19 mins,19,1584,55.257654,-127.66104,GITANMAAX FIRE HALL,Gitanmaax 1,20451,29 mins,29,1818,55.243928,-127.58797,NEW HAZELTON RCMP,New Hazelton,0,2,0,0,0,0,0,0,0,0,0,0,0,2,7
1073,1073,Ryan Provincial Park,Nature & Parks,"Yahk, British Columbia V0B 2P0, ",https://www.tripadvisor.ca/Attraction_Review-g3579082-d4790254-Reviews-Ryan_Provincial_Park-Yahk_Kootenay_Rockies_British_Columbia.html,3,1,1,4,344,49.08393,-116.09243,502577.6009,1722218.753,Central Kootenay B,5903013,5923,Alberni-Clayoquot,4570,2050,1925,125,0,50,18660,25875,541,Castlegar/West Kootenay Regional Airport,49.296388,-117.6325,Castlegar,162301,1 hour 52 mins,112,812275,Creston Visitor Centre,49.095803,-116.51515,Creston,41159,31 mins,31,47,Cranbrook,49.51259218,-115.7506584,Cranbrook,19874,20,66358,47 mins,47,40958,31 mins,31,1045,49.096342,-116.51319,STN 404 CRESTON,Creston,40969,31 mins,31,1304,49.096437,-116.51301,CRESTON FIRE DEPT,Creston,40374,29 mins,29,1772,49.091474,-116.50656,CRESTON RCMP,Creston,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
1074,1074,Senior's Community Park,Nature & Parks,"Dawson Creek, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g499126-d1989224-Reviews-Senior_s_Community_Park-Dawson_Creek_British_Columbia.html,3,1,1,4,15,55.74962,-120.240814,1209569.684,1360353.847,Dawson Creek,5955014,5935,Central Okanagan,10930,6220,5840,380,60,90,26856,34633,717,Dawson Creek Airport,55.742222,-120.18305,Dawson Creek,4978,8 mins,8,812285,Dawson Creek Visitor Centre,55.759315,-120.2279,Dawson Creek,1524,5 mins,5,27,Dawson Creek,55.757539,-120.226662,Dawson Creek,11715,29,1541,5 mins,5,1758,5 mins,5,1047,55.761216,-120.23795,STN 856 DAWSON CREEK,Dawson Creek,1904,6 mins,6,1308,55.760729,-120.23569,DAWSON CREEK FIRE DEPT,Dawson Creek,1606,5 mins,5,1773,55.759853,-120.23705,DAWSON CREEK RCMP,Dawson Creek,0,1,0,1,4,0,0,4,2,0,0,0,0,3,17
1075,1075,"JumpCamp, Vancouver Island's Premier Snowboard Camp","Ski & Snowboard Areas, Sports Camps & Clinics, Classes & Workshops, Outdoor Activities, Nature & Parks","Courtenay, British Columbia V9N 1L6, ",https://www.tripadvisor.ca/Attraction_Review-g181789-d1102678-Reviews-JumpCamp_Vancouver_Island_s_Premier_Snowboard_Camp-Courtenay_Comox_Valley_Vancouv.html,1,2,1,4,144,49.684376,-125.00926,519185.4945,1071520.73,Courtenay,5926010,5939,Columbia-Shuswap,21780,10690,9915,775,105,170,22662,29677,553,CFB Comox (Comox Airport),49.710833,-124.88666,Comox,12053,18 mins,18,823223,Comox Valley Visitor Centre,49.63456,-125.00369,Cumberland,6103,7 mins,7,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,1291,3 mins,3,2463,5 mins,5,1042,49.682782,-124.98744,STN 150 COURTENAY,Courtenay,1228,3 mins,3,1207,49.686045,-125.00082,COURTENAY FIRE DEPT,Courtenay,2766,7 mins,7,1770,49.699583,-124.98721,COURTENAY RCMP,Courtenay,0,1,2,1,5,0,8,12,5,2,11,22,31,44,75
1076,1076,Inkaneep Provincial Park,Nature & Parks,"Oliver, British Columbia V0H 1T0, ",https://www.tripadvisor.ca/Attraction_Review-g635702-d6407993-Reviews-Inkaneep_Provincial_Park-Oliver_Okanagan_Valley_British_Columbia.html,1,2,4,3.5,847,49.22717,-119.53912,489350.3473,1470405.056,Okanagan-Similkameen C,5907028,5901,East Kootenay,3900,2100,1995,105,10,25,19687,26266,544,Penticton Regional Airport,49.4625,-119.60222,Penticton,30505,25 mins,25,812246,Oliver Visitor Centre,49.184151,-119.54911,Oliver,6837,6 mins,6,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,34930,31 mins,31,7068,7 mins,7,1114,49.182065,-119.5491,STN 326 OLIVER,Oliver,7631,8 mins,8,1439,49.177326,-119.54978,OLIVER FIRE DEPT,Oliver,7558,8 mins,8,1821,49.17758,-119.55098,OLIVER RCMP,Oliver,0,2,1,0,1,0,8,12,5,1,93,8,31,27,125
1077,1077,Call Lake Provincial Park,Nature & Parks,"Smithers, British Columbia V0J 2N0, ",https://www.tripadvisor.ca/Attraction_Review-g499148-d6363684-Reviews-Call_Lake_Provincial_Park-Smithers_British_Columbia.html,3,1,2,3.5,150,54.756844,-127.09333,1084629.563,929805.8378,Bulkley-Nechako A,5951051,5939,Columbia-Shuswap,5285,3185,2990,195,10,140,26778,33213,709,Smithers Airport,54.825277,-127.18277,Smithers,12709,16 mins,16,812303,Smithers Visitor Centre,54.782763,-127.16642,Smithers,7025,10 mins,10,19,Terrace,54.51567681,-128.610207,Terrace,13871,27,211227,2 hours 25 mins,145,7087,10 mins,10,1152,54.781522,-127.17108,STN 769 SMITHERS,Smithers,6874,9 mins,9,1501,54.782056,-127.16553,SMITHERS FIRE DEPT,Smithers,5890,8 mins,8,1848,54.775387,-127.15862,SMITHERS RCMP,Smithers,0,1,0,0,2,0,0,1,0,0,1,2,4,9,26
1078,1078,Lions Bay Beach Park,"Playgrounds, Beaches, Bodies of Water, Outdoor Activities, Fun & Games, Nature & Parks, More","Lions Bay, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g2004177-d10352343-Reviews-Lions_Bay_Beach_Park-Lions_Bay_British_Columbia.html,4,4,2,3,590,49.45822,-123.23772,497454.1155,1200343.412,Lions Bay,5915065,5921,Nanaimo,1325,795,775,20,30,10,38984,52603,507,Vancouver International Airport,49.194722,-123.18388,Richmond,45096,55 mins,55,814495,Bowen Island Tourist/Visitor Info Booth,49.380977,-123.33303,Bowen Island,18044,49 mins,49,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,29413,24 mins,24,381,1 min,1,1090,49.459034,-123.23549,STN 233 LIONS BAY,Lions Bay,261,1 min,1,1385,49.458729,-123.23527,LIONS BAY VOL FIRE DEPT,Lions Bay,18237,49 mins,49,1759,49.380219,-123.33772,BOWEN ISLAND RCMP,Bowen Island,2,11,12,3,117,51,89,169,54,41,65,81,201,210,252
1079,1079,Coldwater River Provincial Park,Nature & Parks,"Merritt, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181782-d6372473-Reviews-Coldwater_River_Provincial_Park-Merritt_British_Columbia.html,3,1,2,2.5,28,50.11378,-120.75988,580304.3268,1374415.357,Merritt,5933006,5907,Okanagan-Similkameen,6950,3505,3225,275,15,145,20910,30086,623,Kamloops Airport,50.7025,-120.44861,Kamloops,94812,1 hour 4 mins,64,814486,Merritt Tourist/Visitor Info Booth,50.112925,-120.78786,Merritt,3582,4 mins,4,6,Merritt,50.12412142,-120.8293313,Thompson-Nicola M,8075,34,6948,9 mins,9,2123,3 mins,3,1101,50.121699,-120.77319,STN 324 MERRITT,Merritt,4114,5 mins,5,1405,50.113354,-120.79353,MERRITT FIRE DEPT,Merritt,2808,4 mins,4,1811,50.11892,-120.7807,MERRITT RCMP,Merritt,0,2,0,0,2,0,0,1,1,0,0,0,0,2,21
1080,1080,Kickininee Provincial Park,Nature & Parks,"British Columbia V0H 1N0, ",https://www.tripadvisor.ca/Attraction_Review-g1507204-d6495958-Reviews-Kickininee_Provincial_Park-Okanagan_Valley_British_Columbia.html,2,3,2,3,82,49.72443,-119.76312,542942.1698,1449276.01,Central Okanagan J,5935020,5947,Skeena-Queen Charlotte,28850,15280,14400,880,140,65,26431,35169,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,45092,47 mins,47,812247,Peachland Visitor Centre,49.773881,-119.73633,Peachland,6365,6 mins,6,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,32086,24 mins,24,6445,7 mins,7,1117,49.774282,-119.73725,STN 342 PEACHLAND,Peachland,6329,6 mins,6,1447,49.773852,-119.73611,PEACHLAND FIRE AND RESCUE SERVICE,Peachland,6747,8 mins,8,1963,49.776668,-119.73511,PEACHLAND COMMUNITY POLICING,Peachland,0,6,4,3,22,7,34,47,22,7,147,41,100,97,197
1081,1081,Painted Bluffs Provincial Park,Nature & Parks,"Savona, British Columbia V0K 2J0, ",https://www.tripadvisor.ca/Attraction_Review-g660793-d7281525-Reviews-Painted_Bluffs_Provincial_Park-Savona_British_Columbia.html,3,1,2,3,8,50.76334,-120.81072,652133.3145,1365494.885,Thompson-Nicola J (Copper Desert Country),5933039,5903,Central Kootenay,,,,,,,,,623,Kamloops Airport,50.7025,-120.44861,Kamloops,53401,46 mins,46,812192,Kamloops Visitor Centre,50.65561,-120.36715,Kamloops,38632,27 mins,27,36,Kamloops,50.65605598,-120.3639002,Kamloops,82832,8,38848,26 mins,26,40933,29 mins,29,1197,50.665842,-120.36345,DISPATCH REGION 3,Kamloops,2604,4 mins,4,1485,50.753232,-120.84226,SAVONA VOL FIRE DEPT,Thompson-Nicola J (Copper Desert Country),38587,26 mins,26,1794,50.654822,-120.36605,KAMLOOPS TRAFFIC SERVICES RCMP,Kamloops,0,1,0,0,0,0,0,0,0,1,0,1,3,6,7
1082,1082,Forest and Fire Nature Trail,"Hiking Trails, Nature & Parks, Outdoor Activities","Glacier National Park of Canada, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g1761681-d12206775-Reviews-Forest_and_Fire_Nature_Trail-Glacier_National_Park_of_Canada_Kootenay_Rockies_B.html,3,1,1,3,65,51.262985,-117.54429,729536.6399,1588044.991,Columbia-Shuswap A,5939011,5917,Capital,3095,1910,1855,55,15,40,23552,30621,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,164548,1 hour 53 mins,113,812289,Revelstoke Visitor Centre,51.000163,-118.19542,Revelstoke,60717,40 mins,40,34,Revelstoke,50.9924735,-118.1921284,Revelstoke,8213,33,60122,40 mins,40,59389,39 mins,39,1139,50.993814,-118.18268,STN 336 REVELSTOKE,Revelstoke,7266,7 mins,7,1474,51.301814,-117.51832,ROGERS PASS FIRE DEPT,Columbia-Shuswap A,60694,41 mins,41,1838,50.998428,-118.19894,REVELSTOKE RCMP,Revelstoke,0,0,0,0,0,0,1,0,0,1,0,0,4,7,3
1083,1083,Stanley Park Cycle,Nature & Parks,"Vancouver, British Columbia V6G 2L5, ",https://www.tripadvisor.ca/Attraction_Review-g154943-d10771260-Reviews-Stanley_Park_Cycle-Vancouver_British_Columbia.html,0,5,1,3,8295,49.291607,-123.13499,479249.611,1208539.393,Vancouver,5915022,5901,East Kootenay,571600,330480,310640,19840,11055,470,23682,36605,507,Vancouver International Airport,49.194722,-123.18388,Richmond,15425,29 mins,29,812211,Vancouver Visitor Centre,49.287673,-123.1153,Vancouver,1786,7 mins,7,63,Vancouver,49.26807895,-123.1140832,Vancouver,565905,1,3692,12 mins,12,1985,7 mins,7,2023,49.281236,-123.12903,ANNEX 242 ST. PAULS HOSPITAL,Vancouver,831,3 mins,3,1598,49.286524,-123.13465,VANCOUVER CITY FIRE DEPT HALL 6,Vancouver,168,1 min,1,1938,49.290454,-123.13648,WEST END COMMUNITY POLICING,Vancouver,2,12,17,6,139,59,116,204,114,46,76,90,217,239,365
1084,1084,Nexen Beach,"Beaches, Nature & Parks, Outdoor Activities","Squamish, British Columbia V8B 0K1, ",https://www.tripadvisor.ca/Attraction_Review-g181771-d10754362-Reviews-Nexen_Beach-Squamish_British_Columbia.html,3,1,1,3,1770,49.74967,-123.13597,530120.691,1206408.764,Squamish,5931006,5907,Okanagan-Similkameen,14885,8885,8330,550,45,100,30326,35837,507,Vancouver International Airport,49.194722,-123.18388,Richmond,86551,1 hour 28 mins,88,812209,Squamish Visitor Centre,49.707008,-123.14586,Squamish,9875,11 mins,11,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,70868,57 mins,57,8357,10 mins,10,1156,49.717205,-123.15366,STN 222 SQUAMISH,Squamish,5205,6 mins,6,1635,49.742215,-123.1339,SQUAMISH DISTRICT FIRE HALL 2,Squamish,7890,8 mins,8,1989,49.718749,-123.14684,SQUAMISH RCMP,Squamish,0,1,2,0,3,0,0,7,3,4,4,7,17,30,20
1085,1085,Paddlewheel Park,Nature & Parks,"Prince George, British Columbia V2L 4G8, ",https://www.tripadvisor.ca/Attraction_Review-g154938-d10712404-Reviews-Paddlewheel_Park-Prince_George_British_Columbia.html,3,1,1,3,423,53.89893,-122.73721,993259.0652,1213824.242,Prince George,5953023,5955,Peace River,70375,40870,37755,3110,270,720,27670,35695,683,Prince George Airport,53.884166,-122.6775,Prince George,12379,13 mins,13,812294,Prince George Visitor Centre,53.919025,-122.7444,Prince George,2699,5 mins,5,24,Prince George,53.91032183,-122.7091287,Prince George,81326,9,6406,9 mins,9,2958,6 mins,6,1130,53.910626,-122.76322,STN 531 PRINCE GEORGE-EDMONTON,Prince George,2035,4 mins,4,1459,53.913248,-122.74668,PRINCE GEORGE  FIRE HALL 1 BASE,Prince George,2191,4 mins,4,1956,53.915747,-122.74421,PRINCE GEORGE COMMUNITY POLICING,Prince George,0,1,0,1,3,2,1,3,7,0,2,1,2,8,43
1086,1086,Bear Mountain Trail,"Biking Trails, Outdoor Activities, Nature & Parks","Mission, British Columbia V4S 1L1, ",https://www.tripadvisor.ca/Attraction_Review-g181781-d10520171-Reviews-Bear_Mountain_Trail-Mission_British_Columbia.html,1,2,1,3,292,49.125454,-122.325,463537.5559,1268407.995,Mission,5909056,5915,Greater Vancouver,33840,18345,17315,1035,115,125,24679,31558,484,Abbotsford International Airport,49.025277,-122.36055,Abbotsford,22803,24 mins,24,812188,Abbotsford Visitor Centre,49.036651,-122.26672,Abbotsford,13998,15 mins,15,53,Abbotsford,49.05461205,-122.1834292,Upper Sumas 6,115126,5,21079,22 mins,22,2314,5 mins,5,1104,49.135829,-122.33236,STN 215 MISSION,Mission,3901,7 mins,7,1661,49.139418,-122.30124,MISSION FIRE HALL 1,Mission,2849,6 mins,6,1813,49.132517,-122.34315,MISSION RCMP,Mission,0,4,4,4,21,7,10,40,37,2,23,18,37,74,82
1087,1087,Wire Cache Provincial Park,Nature & Parks,"Clearwater, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g182209-d7340600-Reviews-Wire_Cache_Provincial_Park-Clearwater_British_Columbia.html,3,1,1,3,52,51.65137,-120.03873,754982.1238,1411428.109,Clearwater,5933067,5919,Cowichan Valley,,,,,,,,,623,Kamloops Airport,50.7025,-120.44861,Kamloops,128840,1 hour 30 mins,90,812161,Clearwater Visitor Centre,51.651823,-120.03808,Clearwater,86,1 min,0,36,Kamloops,50.65605598,-120.3639002,Kamloops,82832,8,130373,1 hour 25 mins,85,2849,7 mins,7,1040,51.64696,-120.01786,STN 335 CLEARWATER,Clearwater,2875,6 mins,6,1293,51.644352,-120.04302,CLEARWATER FIRE DEPT,Clearwater,3271,6 mins,6,1766,51.64999,-120.06513,CLEARWATER RCMP,Clearwater,0,2,0,0,0,1,0,1,0,0,1,4,7,12,33
1088,1088,Tom Kelly Memorial Park,Nature & Parks,"Golden, British Columbia V0A 1H0, ",https://www.tripadvisor.ca/Attraction_Review-g181785-d7139654-Reviews-Tom_Kelly_Memorial_Park-Golden_Kootenay_Rockies_British_Columbia.html,3,1,1,3,6,51.41658,-117.01913,751007.6962,1622211.427,Columbia-Shuswap A,5939011,5926,Comox Valley,3095,1910,1855,55,15,40,23552,30621,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,242767,2 hours 45 mins,165,812398,British Columbia Visitor Centre @ Golden,51.301981,-116.95418,Golden,16296,14 mins,14,34,Revelstoke,50.9924735,-118.1921284,Revelstoke,8213,33,138342,1 hour 31 mins,91,17276,17 mins,17,1067,51.297979,-116.96811,STN 413 GOLDEN,Golden,17059,16 mins,16,1345,51.293996,-116.96174,GOLDEN FIRE DEPT,Golden,13881,13 mins,13,1787,51.317275,-116.97784,GOLDEN RCMP,Golden,0,0,0,0,3,0,7,2,6,0,1,5,12,35,58
1089,1089,Rock Bay Marine Provincial Park,Nature & Parks,"Sayward, British Columbia V0P 1B0, ",https://www.tripadvisor.ca/Attraction_Review-g1172382-d6612651-Reviews-Rock_Bay_Marine_Provincial_Park-Sayward_Vancouver_Island_British_Columbia.html,3,1,1,3,12,50.3793,-125.95911,595984.5512,1002907.264,Sayward,5924039,5905,Kootenay Boundary,340,140,115,20,0,25,16715,23777,566,Campbell River Airport,49.950833,-125.27083,Campbell River,84659,1 hour 4 mins,64,811941,Campbell River Visitor Centre,50.027318,-125.24536,Campbell River,76616,58 mins,58,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,125020,1 hour 27 mins,87,70,1 min,0,1147,50.378421,-125.95908,STN 131 SAYWARD,Sayward,38,1 min,0,1233,50.378646,-125.95937,SAYWARD VOL FIRE DEPT HALL 1,Sayward,2,1 min,0,1844,50.378878,-125.95973,SAYWARD RCMP,Sayward,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1090,1090,Blue Earth Lake Provincial Park,Nature & Parks,"Ashcroft, British Columbia V0K 1A0, ",https://www.tripadvisor.ca/Attraction_Review-g666346-d6612647-Reviews-Blue_Earth_Lake_Provincial_Park-Ashcroft_British_Columbia.html,3,1,1,3,11,50.579063,-121.35279,629010.3519,1328719.234,Thompson-Nicola I (Blue Sky Country),5933037,5955,Peace River,,,,,,,,,623,Kamloops Airport,50.7025,-120.44861,Kamloops,125136,1 hour 39 mins,99,814217,Cache Creek Tourist/Visitor Info Booth,50.813105,-121.32094,Cache Creek,32456,32 mins,32,6,Merritt,50.12412142,-120.8293313,Thompson-Nicola M,8075,34,93514,1 hour 23 mins,83,27800,30 mins,30,1025,50.73557,-121.27688,STN 303 ASHCROFT,Ashcroft,27053,30 mins,30,1252,50.72367,-121.27942,ASHCROFT FIRE DEPT,Ashcroft,27102,30 mins,30,1753,50.73367,-121.28104,ASHCROFT RCMP,Ashcroft,0,2,1,0,1,0,0,1,0,0,0,0,1,4,15
